"id","name","height","weight","hp","attack","defense","s_attack","s_defense","speed","type","evo_set","info"
973,"flamigo","16","370","82","115","74","75","64","90","{flying,fighting}",510,"This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak."
974,"cetoddle","12","450","108","68","45","30","40","43","{ice}",511,"This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer."
975,"cetitan","45","7000","170","113","65","45","55","73","{ice}",511,"This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin."
976,"veluza","25","900","90","102","73","78","65","70","{water,psychic}",512,"When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor."
977,"dondozo","120","2200","150","100","115","65","65","35","{water}",513,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey."
978,"tatsugiri","3","80","68","50","60","120","95","82","{dragon,water}",514,"This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside."
979,"annihilape","12","560","110","115","80","50","90","90","{fighting,ghost}",24,"When its anger rose beyond a critical point, this Pokémon gained power that is unfettered by the limits of its physical body."
980,"clodsire","18","2230","130","75","60","45","100","20","{poison,ground}",96,"When attacked, this Pokémon will retaliate by sticking thick spines out from its body. It’s a risky move that puts everything on the line."
981,"farigiraf","32","1600","120","90","70","110","70","60","{normal,psychic}",101,"Now that the brain waves from the head and tail are synced up, the psychic power of this Pokémon is 10 times stronger than Girafarig’s."
982,"dudunsparce","36","392","125","100","80","85","75","55","{normal}",103,"This Pokémon uses its hard tail to make its nest by boring holes into bedrock deep underground. The nest can reach lengths of over six miles."
983,"kingambit","20","1200","100","135","120","60","85","50","{dark,steel}",317,"Only a Bisharp that stands above all others in its vast army can evolve into Kingambit."
984,"great-tusk","22","3200","115","131","131","53","53","87","{ground,fighting}",515,"Sightings of this Pokémon have occurred in recent years. The name Great Tusk was taken from a creature listed in a certain book."
985,"scream-tail","12","80","115","65","99","65","115","111","{fairy,psychic}",516,"There has been only one reported sighting of this Pokémon. It resembles a mysterious creature depicted in an old expedition journal."
986,"brute-bonnet","12","210","111","127","99","79","99","55","{grass,dark}",517,"It is possible that the creature listed as Brute Bonnet in a certain book could actually be this Pokémon."
987,"flutter-mane","14","40","55","55","55","135","135","135","{ghost,fairy}",518,"This Pokémon has characteristics similar to those of Flutter Mane, a creature mentioned in a certain book."
988,"slither-wing","32","920","85","135","79","85","105","81","{bug,fighting}",519,"This mysterious Pokémon has some similarities to a creature that an old book introduced as Slither Wing."
989,"sandy-shocks","23","600","85","81","97","121","85","101","{electric,ground}",520,"No records exist of this Pokémon being caught. Data is lacking, but the Pokémon’s traits match up with a creature shown in an expedition journal."
990,"iron-treads","9","2400","90","112","120","72","70","106","{ground,steel}",521,"This Pokémon closely resembles a scientific weapon that a paranormal magazine claimed was sent to this planet by aliens."
991,"iron-bundle","6","110","56","80","114","124","60","136","{ice,water}",522,"Its shape is similar to a robot featured in a paranormal magazine article. The robot was said to have been created by an ancient civilization."
992,"iron-hands","18","3807","154","140","108","50","68","50","{fighting,electric}",523,"It is very similar to a cyborg covered exclusively by a paranormal magazine. The cyborg was said to be the modified form of a certain athlete."
993,"iron-jugulis","13","1110","94","80","86","122","80","108","{dark,flying}",524,"It resembles a certain Pokémon introduced in a paranormal magazine, described as the offspring of a Hydreigon that fell in love with a robot."
994,"iron-moth","12","360","80","70","60","140","110","110","{fire,poison}",525,"This Pokémon resembles an unknown object described in a paranormal magazine as a UFO sent to observe humanity."
995,"iron-thorns","16","3030","100","134","110","70","84","72","{rock,electric}",526,"It has some similarities to a Pokémon introduced in a dubious magazine as a Tyranitar from one billion years into the future."
996,"frigibax","5","170","65","75","45","35","45","55","{dragon,ice}",527,"Frigibax absorbs heat through its dorsal fin and converts the heat into ice energy. The higher the temperature, the more energy Frigibax stores."
997,"arctibax","8","300","90","95","66","45","65","62","{dragon,ice}",527,"Arctibax freezes the air around it, protecting its face with an ice mask and turning its dorsal fin into a blade of ice."
998,"baxcalibur","21","2100","115","145","92","75","86","87","{dragon,ice}",527,"This Pokémon blasts cryogenic air out from its mouth. This air can instantly freeze even liquid-hot lava."
999,"gimmighoul","3","50","45","30","70","75","70","10","{ghost}",528,"This Pokémon was born inside a treasure chest about 1,500 years ago. It sucks the life-force out of scoundrels who try to steal the treasure."
1000,"gholdengo","12","300","87","60","95","133","91","84","{steel,ghost}",528,"Its body seems to be made up of 1,000 coins. This Pokémon gets along well with others and is quick to make friends with anybody."
1001,"wo-chien","15","742","85","85","100","95","135","70","{dark,grass}",529,"The grudge of a person punished for writing the king’s evil deeds upon wooden tablets has clad itself in dead leaves to become a Pokémon."
1002,"chien-pao","19","1522","80","120","80","90","65","135","{dark,ice}",530,"This Pokémon can control 100 tons of fallen snow. It plays around innocently by leaping in and out of avalanches it has caused."
1003,"ting-lu","27","6997","155","110","125","55","80","45","{dark,ground}",531,"The fear poured into an ancient ritual vessel has clad itself in rocks and dirt to become a Pokémon."
1004,"chi-yu","4","49","55","80","80","135","120","100","{dark,fire}",532,"It controls flames burning at over 5,400 degrees Fahrenheit. It casually swims through the sea of lava it creates by melting rock and sand."
1005,"roaring-moon","20","3800","105","139","71","55","101","119","{dragon,dark}",533,"It is possible that this is the creature listed as Roaring Moon in an expedition journal that still holds many mysteries."
1006,"iron-valiant","14","350","74","130","90","120","60","116","{fairy,fighting}",534,"It has some similarities to a mad scientist’s invention covered in a paranormal magazine."
1007,"koraidon","25","3030","100","135","115","85","100","135","{fighting,dragon}",535,"This seems to be the Winged King mentioned in an old expedition journal. It was said to have split the land with its bare fists."
1008,"miraidon","35","2400","100","85","100","135","115","135","{electric,dragon}",536,"Much remains unknown about this creature. It resembles Cyclizar, but it is far more ruthless and powerful."
1009,"walking-wake","35","2800","99","83","91","125","83","109","{water,dragon}",537,"This ferocious creature is shrouded in mystery. It's named after an aquatic monster mentioned in an old expedition journal."
1010,"iron-leaves","15","1250","90","130","88","70","108","104","{grass,psychic}",538,"Many of its physical characteristics match those of a Virizion from the future that was covered in a paranormal magazine."
1011,"dipplin","4","97","80","80","110","95","80","40","{grass,dragon}",442,"Dipplin is two creatures in one Pokémon. Its evolution was triggered by a special apple grown only in one place."
1012,"poltchageist","1","11","40","45","45","74","54","50","{grass,ghost}",539,"Supposedly, the regrets of a tea ceremony master who died before perfecting his craft lingered in some matcha and became a Pokémon."
1013,"sinistcha","2","22","71","60","106","121","80","70","{grass,ghost}",539,"It pretends to be tea, trying to fool people into drinking it so it can drain their life-force. Its ruse is generally unsuccessful."
